Original Affiliation,Canonical Affiliation,Cluster ID
"Synopsys, Inc., United States","Synopsys, Inc., United States",2600
"Taiwan Semiconductor Manufacturing Company, Corporate Research, Hsinchu, Taiwan","Taiwan Semiconductor Manufacturing Company, Corporate Research, Hsinchu, Taiwan",2601
"Texas Instruments, Dallas, TX 75265, United States","Texas Instruments, Dallas, TX 75265, United States",2602
"The Pennsylvania State University, Department of Electrical Engineering, University Park, 16802, PA, United States","Pennsylvania State University, Department of Electrical Engineering, University Park, 16802, PA, United States",2603
"Pennsylvania State University, Department of Electrical Engineering, University Park, 16802, PA, United States","Pennsylvania State University, Department of Electrical Engineering, University Park, 16802, PA, United States",2603
"Thermo Fisher Scientific, 5350 NE Dawson Creek Drive, Hillsboro, 97124, OR, United States","Thermo Fisher Scientific, 5350 NE Dawson Creek Drive, Hillsboro, 97124, OR, United States",2604
"TRIUMF, 4004 Wesbrook Mall, Vancouver, V6T 2A3, BC, Canada","TRIUMF, 4004 Wesbrook Mall, Vancouver, V6T 2A3, BC, Canada",2605
"TRIUMF, 4004 Wesbrook Mall, Vancouver, BC, V6T 2A3, Canada","TRIUMF, 4004 Wesbrook Mall, Vancouver, V6T 2A3, BC, Canada",2605
"TRUMPF Photonics, Inc., Cranbury, NJ 08512, 2601 Route 130 South, United States","TRUMPF Photonics, Inc., Cranbury, NJ 08512, 2601 Route 130 South, United States",2606
"Univ of California at Santa Barbara, Santa Barbara, CA, United States","Univ of California at Santa Barbara, Santa Barbara, CA, United States",2607
"Univ. Grenoble Alpes, CEA, Leti, Grenoble, F-38000, France","Univ. Grenoble Alpes, CEA, Leti, Grenoble, F-38000, France",2608
"Univ. Grenoble Alpes, Grenoble, F-38000, France, CEA, LETI, MINATEC Campus, Grenoble, F-38054, France","Univ. Grenoble Alpes, Grenoble, F-38000, France, CEA, LETI, MINATEC Campus, Grenoble, F-38054, France",2609
"University of Michigan, United States","University of Michigan, United States",2610
"University of Science and Technology of China, School of Nano-Tech and Nano-Bionics, Hefei, 230026, China","University of Science and Technology of China, School of Nano-Tech and Nano-Bionics, Hefei, 230026, China",2611
"University of Texas at Austin, Microelectronics Research Center, Austin, 78758, TX, United States","University of Texas at Austin, Microelectronics Research Center, Austin, 78758, TX, United States",2612
"Virginia Commonwealth University, Richmond, VA, United States","Virginia Commonwealth University, Richmond, VA, United States",2613
"Walter Schottky Institut, Technische Universit?t München, 85748 Garching, Am Coulombwall 3, Germany","Walter Schottky Institut, Technische Universit?t München, 85748 Garching, Am Coulombwall 3, Germany",2614
"Aculight Corporation, Bothell, WA 98011, 11805 North Creek Parkway S., United States","Aculight Corporation, Bothell, WA 98011, 11805 North Creek Parkway S., United States",2615
"Advanced Light Source (ALS), Berkeley, 94720, CA, United States","Advanced Light Source (ALS), Berkeley, 94720, CA, United States",2616
"Advanced Technology Development, GLOBALFOUNDRIES, Malta, 12020, NY, United States","Advanced Technology Development, GLOBALFOUNDRIES, Malta, NY, United States",2617
"Advanced Technology Development, GLOBALFOUNDRIES, Malta, NY, United States","Advanced Technology Development, GLOBALFOUNDRIES, Malta, NY, United States",2617
"Air Force Research Lab, Kirtland AFB, NM, United States","Air Force Research Lab, Kirtland AFB, NM, United States",2618
"Air Force Research Laboratory, SNDP, Rome, NY 13441, 25 Electronic Pkwy, United States","Air Force Research Laboratory, SNDP, Rome, NY 13441, 25 Electronic Pkwy, United States",2619
"Alcatel-Lucent Bell Labs, 600-700 Mountain Ave, Murray Hill, 07974, NJ, United States","Alcatel-Lucent Bell Labs, 600-700 Mountain Ave, Murray Hill, 07974, NJ, United States",2620
"AmberWave Systems Corp., Salem, NH 03079, 13 Garabedian Drive, United States","AmberWave Systems Corp., Salem, NH 03079, 13 Garabedian Drive, United States",2621
"Amoco Technology Company, Naperville, IL 60566, United States","Amoco Technology Company, Naperville, IL 60566, United States",2622
"APRDL, Motorola, Inc., Austin, TX 78721, United States","Motorola Inc., Austin, TX 78721, United States",2623
"Motorola, Inc., Austin, TX 78721, United States","Motorola Inc., Austin, TX 78721, United States",2623
"APRDL, Motorola, Austin, TX 78721, United States","Motorola Inc., Austin, TX 78721, United States",2623
"Motorola Inc., Austin, TX 78721, United States","Motorola Inc., Austin, TX 78721, United States",2623
"ASM America, Phoenix, AZ 85034, 3440 East University Drive, United States","ASM America, Phoenix, AZ 85034, 3440 East University Drive, United States",2624
"AT&T Bell Labs., Murray Hill,, NJ, USA, United States","AT&T Bell Labs., Murray Hill,, NJ, USA, United States",2625
"Attollo Engineering, 160 Camino Ruiz, Camarillo, 93012, CA, United States","Attollo Engineering, 160 Camino Ruiz, Camarillo, 93012, CA, United States",2626
"Auburn Univ, Auburn, AL, United States","Auburn Univ, Auburn, AL, United States",2627
"Auburn University, Auburn, AL, United States","Auburn Univ, Auburn, AL, United States",2627
"Axcelis Technologies Inc., Beverly, MA 01915, United States","Axcelis Technologies, Beverly, MA 01915, United States",2628
"Axcelis Technologies, Beverly, MA 01915, United States","Axcelis Technologies, Beverly, MA 01915, United States",2628
"Axcelis Technologies, Inc., Beverly, MA 01915, United States","Axcelis Technologies, Beverly, MA 01915, United States",2628
"Banpil Photonics, Inc., Santa Clara, 95054, CA, United States","Banpil Photonics, Santa Clara, 95054, CA, United States",2629
"Banpil Photonics, Santa Clara, 95054, CA, United States","Banpil Photonics, Santa Clara, 95054, CA, United States",2629
"California Institute of Technology, Jet Propulsion Laboratory, United States","California Institute of Technology, Jet Propulsion Laboratory, United States",2630
"Center for Computational Quantum Physics, Flatiron Institute, 162 5th Avenue, New York, 10010, NY, United States","Center for Computational Quantum Physics, Flatiron Institute, New York, 10010, NY, United States",2631
"Center for Computational Quantum Physics, Flatiron Institute, New York, 10010, NY, United States","Center for Computational Quantum Physics, Flatiron Institute, New York, 10010, NY, United States",2631
"Center for Materials, Devices and Integrated Systems, Rensselaer Polytechnic Institute, Troy, 12180, NY, United States, Department of Physics, Applied Physics and Astronomy, Rensselaer Polytechnic Institute, Troy, 12180, NY, United States","Center for Materials, Devices and Integrated Systems, Rensselaer Polytechnic Institute, Troy, 12180, NY, United States, Department of Physics, Applied Physics and Astronomy, Rensselaer Polytechnic Institute, Troy, 12180, NY, United States",2632
"Center for Nanotechnology, NASA Ames Research Center, Moffett Field, 94035, CA, United States","Center for Nanotechnology, NASA Ames Research Center, Moffett Field, 94035, CA, United States",2633
"Center for Particle Astrophysics, University of California at Berkeley, Berkeley, CA 94720, United States, Department of Physics, University of California at Berkeley, Berkeley, CA 94720, United States, Department of Material Science Mineral Engineering, University of California at Berkeley, Berkeley, CA 94720, United States, Lawrence Berkeley Laboratory, Berkeley, CA 94720, 1 Cyclotron Road, United States, Department of Physics, University of California at Santa Barbara, Santa Barbara, CA 93106, United States, Department d'Astrophysique, de Physique des Particules, de Physique Nucleaire, Instrumentation Associée-Service Physique des Particles, Centre i'Etudes Nucléaires de Saclay, 91191 Gif-sur-Yvette, Cedex, France, Department of Physics, University of British Columbia, Vancouver, BC V6T 1Z1, 6224 Agricultural Road, Canada, Laboratoire de Physique Corpusculaire, College de France, 75231 Paris, France","Center for Particle Astrophysics, University of California at Berkeley, Berkeley, CA 94720, United States, Department of Physics, University of California at Berkeley, Berkeley, CA 94720, United States, Department of Material Science Mineral Engineering, University of California at Berkeley, Berkeley, CA 94720, United States, Lawrence Berkeley Laboratory, Berkeley, CA 94720, 1 Cyclotron Road, United States, Department of Physics, University of California at Santa Barbara, Santa Barbara, CA 93106, United States, Department d'Astrophysique, de Physique des Particules, de Physique Nucleaire, Instrumentation Associée-Service Physique des Particles, Centre i'Etudes Nucléaires de Saclay, 91191 Gif-sur-Yvette, Cedex, France, Department of Physics, University of British Columbia, Vancouver, BC V6T 1Z1, 6224 Agricultural Road, Canada, Laboratoire de Physique Corpusculaire, College de France, 75231 Paris, France",2634
"Center for Soft Condensed Matter Physics and Interdisciplinary Research, School of Physical Science and Technology, Soochow University, Suzhou, 215006, China","Center for Soft Condensed Matter Physics and Interdisciplinary Research, School of Physical Science and Technology, Soochow University, Suzhou, 215006, China",2635
"Center for X-Ray Optics, Lawrence Berkeley National Laboratory, Berkeley, CA 94720, United States","Center for X-Ray Optics, Lawrence Berkeley National Laboratory, Berkeley, CA 94720, United States",2636
"Center for X-Ray Optics, Lawrence Berkeley National Laboratory, Berkeley, 94720, CA, United States","Center for X-Ray Optics, Lawrence Berkeley National Laboratory, Berkeley, CA 94720, United States",2636
"Cermet, Inc., Atlanta, GA 30318, 1019 Collier Road, United States","Cermet, Inc., Atlanta, GA 30318, 1019 Collier Road, United States",2637
"CERN, Esplanade des Particules 1, Geneva, Switzerland","CERN, Esplanade des Particules 1, Geneva, Switzerland",2638
"Charles Evans & Associates, Redwood City, CA, United States","Charles Evans & Associates, Redwood City, CA, United States",2639
"Charles Evans and Associates, Redwood City, CA 94063, United States","Charles Evans & Associates, Redwood City, CA, United States",2639
"Chemical Engineering and Materials Science Department, Michigan State University, East Lansing, MI 48824, United States","Chemical Engineering and Materials Science Department, Michigan State University, East Lansing, MI 48824, United States",2640
"College of Materials Science and Engineering, Qingdao University of Science and Technology, Shandong, Qingdao, 266042, China","College of Materials Science & Engineering, Qingdao University of Science & Technology, Qingdao, 266042, China",2641
"College of Materials Science & Engineering, Qingdao University of Science & Technology, Qingdao, 266042, China","College of Materials Science & Engineering, Qingdao University of Science & Technology, Qingdao, 266042, China",2641
"College of Materials Science and Engineering, Sichuan University, Chengdu, 610065, China","College of Materials Science and Engineering, Sichuan University, Chengdu, 610065, China",2642
"College of Materials Science and Engineering, Sichuan University, Chengdu, 610064, China","College of Materials Science and Engineering, Sichuan University, Chengdu, 610065, China",2642
"Communications Research and Development Center (CRDC), IBM Microelectronics, Hopewell Junction, NY, United States","Communications Research and Development Center (CRDC), IBM Microelectronics, Hopewell Junction, NY, United States",2643
"Computational Sciences and Engineering Division, Oak Ridge National Laboratory, Oak Ridge, 37831, TN, United States","Computational Sciences and Engineering Division, Oak Ridge National Laboratory, Oak Ridge, 37831, TN, United States",2644
"Computer Solid State Physics Laboratory, University of Aizu, Aizu-Wakamatsu 965-8580, Japan","Comp. Solid State Physics Laboratory, University of Aizu, Aizu-Wakamatsu 965-8580, Japan",2645
"Comp. Solid State Physics Laboratory, University of Aizu, Aizu-Wakamatsu 965-8580, Japan","Comp. Solid State Physics Laboratory, University of Aizu, Aizu-Wakamatsu 965-8580, Japan",2645
"Département de Physique Nucléaire et Corpusculaire (DPNC), University of Geneva, 24 quai Ernest Ansermet, Genève 4, 1211, Switzerland","Département de Physique Nucléaire et Corpusculaire (DPNC), University of Geneva, 24 quai Ernest Ansermet, Genève 4, 1211, Switzerland",2646
"Departamento de Física de la Materia Condensada, Facultad de Física, Universidad de Santiago de Compostela, E-15782 Santiago de Compostela, Spain","Departamento de Física de la Materia Condensada, Facultad de Física, Universidad de Santiago de Compostela, E-15782 Santiago de Compostela, Spain",2647
"Department of Applied Physics, Stanford University, Stanford, 94305, CA, United States, SLAC National Accelerator Laboratory, Menlo Park, 94025, CA, United States","Department of Applied Physics, Stanford University, Stanford, 94305, CA, United States, SLAC National Accelerator Laboratory, Menlo Park, 94025, CA, United States",2648
"Department of Biomedical Engineering, School of Life Science and Technology, China Pharmaceutical University, Nanjing 210009, China","Department of Biomedical Engineering, School of Life Science and Technology, China Pharmaceutical University, Nanjing 210009, China",2649
"Department of Chemical and Biological Engineering, University of Wisconsin - Madison, Madison, WI 53706, 1415 Engineering Dr., United States","Department of Chemical and Biological Engineering, University of Wisconsin - Madison, Madison, WI 53706, 1415 Engineering Dr., United States",2650
"Department of Chemical and Biological Engineering, University of Colorado, Boulder, United States","Department of Chemical and Biological Engineering, University of Colorado, Boulder, United States",2651
"Department of Chemical and Biological Engineering, University of Colorado Boulder, Boulder, 80303, CO, United States","Department of Chemical and Biological Engineering, University of Colorado, Boulder, United States",2651
"Department of Chemical and Biological Engineering, University of Colorado Boulder, Boulder, 80309, CO, United States","Department of Chemical and Biological Engineering, University of Colorado, Boulder, United States",2651
"Department of Chemical and Biomolecular Engineering, University of California, Berkeley, 94720, CA, United States","Department of Chemical and Biomolecular Engineering, University of California, Berkeley, 94720, CA, United States",2652
"Department of Chemical and Materials Engineering, Arizona State University, Tempe, AZ 85287, United States","Department of Industrial Engineering, Arizona State University, Tempe, AZ 85287, United States",2653
"Department of Electrical and Computer Engineering, Arizona State University, Tempe, AZ 85287, United States","Department of Industrial Engineering, Arizona State University, Tempe, AZ 85287, United States",2653
"Department of Industrial Engineering, Arizona State University, Tempe, AZ 85287, United States","Department of Industrial Engineering, Arizona State University, Tempe, AZ 85287, United States",2653
"Department of Chemical Engineering and Materials Science, Yuan Ze University, Taoyuan, 32003, Taiwan, Department of Mechanical, Aerospace, and Biomedical Engineering, University of Tennessee, Knoxville, 37996, TN, United States","Department of Chemical Engineering and Materials Science, Yuan Ze University, Taoyuan, 32003, Taiwan, Department of Mechanical, Aerospace, and Biomedical Engineering, University of Tennessee, Knoxville, 37996, TN, United States",2654
"Department of Chemistry and Biochemistry, George Mason University, Fairfax, 22030, VA, United States","Department of Chemistry and Biochemistry, George Mason University, Fairfax, 22030, VA, United States",2655
"Department of Chemistry and Biochemistry, San Diego State University, 5500 Campanile Drive, San Diego, 92182-1030, CA, United States","Department of Chemistry and Biochemistry, San Diego State University, 5500 Campanile Drive, San Diego, 92182, CA, United States",2656
"Department of Chemistry and Biochemistry, San Diego State University, 5500 Campanile Drive, San Diego, 92182, CA, United States","Department of Chemistry and Biochemistry, San Diego State University, 5500 Campanile Drive, San Diego, 92182, CA, United States",2656
"Department of Chemistry and Biochemistry, The University of Oklahoma, Norman, 73019, OK, United States","Department of Chemistry and Biochemistry, University of Oklahoma, Norman, 73019, OK, United States",2657
"Department of Chemistry and Biochemistry, University of Oklahoma, Norman, 73019, OK, United States","Department of Chemistry and Biochemistry, University of Oklahoma, Norman, 73019, OK, United States",2657
"Department of Chemistry and Biochemistry, The University of Arizona, Tucson, 85721-0088, AZ, United States","Department of Chemistry and Biochemistry, University of Arizona, Tucson, AZ 85721, United States",2658
"Department of Chemistry and Biochemistry, University of Arizona, Tucson, AZ 85721, United States","Department of Chemistry and Biochemistry, University of Arizona, Tucson, AZ 85721, United States",2658
"Department of Chemistry and Bioengineering, University of Washington, Seattle, 98195, WA, United States","Department of Chemistry and Bioengineering, University of Washington, Seattle, 98195, WA, United States",2659
"Departments of Chemistry and Bioengineering, University of Washington, Seattle, 98195, WA, United States","Department of Chemistry and Bioengineering, University of Washington, Seattle, 98195, WA, United States",2659
"Department of Chemistry and the Texas Center for Superconductivity, University of Houston, 4800 Calhoun Road, Houston, 77204-5003, TX, United States","Department of Chemistry and the Texas Center for Superconductivity, University of Houston, 4800 Calhoun Road, Houston, 77204-5003, TX, United States",2660
"Department of Chemistry, Faculty of Science, King Khalid University, PO Box 9004, Abha, 61413, Saudi Arabia","Department of Chemistry, Faculty of Science, King Khalid University, PO Box 9004, Abha, 61413, Saudi Arabia",2661
"Department of Chemistry, Isfahan University of Technology, Isfahan, 84156-83111, Iran","Department of Chemistry, Isfahan University of Technology, Isfahan, 84156-83111, Iran",2662
"Department of Chemistry, Johns Hopkins University, Baltimore, MD 21218, 3400 North Charles Street, United States","Department of Chemistry, Johns Hopkins University, Baltimore, MD 21218, 3400 North Charles Street, United States",2663
"Department of Chemistry, National Taiwan Normal University, Taipei, 11677, Taiwan","Department of Chemistry, National Taiwan Normal University, Taipei, 11677, Taiwan",2664
"Department of Chemistry, Purdue University, 560 Oval Drive, West Lafayette, 47907, IN, United States","Department of Chemistry, Purdue University, 560 Oval Drive, West Lafayette, 47907, IN, United States",2665
"Department of Chemistry, State University of New York at Binghamton, Binghamton, NY 13902, United States","Department of Chemistry, State University of New York at Binghamton, Binghamton, NY 13902, United States",2666
"Department of Chemistry, University College London, London, WC1H 0AJ, United Kingdom","Department of Chemistry, University College London, London, WC1H 0AJ, United Kingdom",2667
"Department of Chemistry, University College London, 20 Gordon Street, London, WC1H 0AJ, United Kingdom","Department of Chemistry, University College London, London, WC1H 0AJ, United Kingdom",2667
"Department of Chemistry, University of Iowa, Iowa City, IA 52242, United States","Department of Chemistry, University of Iowa, Iowa City, IA 52242, United States",2668
"Department of Chemistry, University of Miami, Coral Gables, FL 33146-0431, 1301 Memorial Drive, United States","Department of Chemistry, University of Miami, Coral Gables, FL 33146, 1301 Memorial Drive, United States",2669
"Department of Chemistry, University of Miami, Coral Gables, FL 33146, 1301 Memorial Drive, United States","Department of Chemistry, University of Miami, Coral Gables, FL 33146, 1301 Memorial Drive, United States",2669
"Department of Electrical and Computer Engineering, University of California, Santa Barbara, CA 93106, United States, Materials Department, University of California, Santa Barbara, CA 93106, United States","Electrical and Computer Engineering Department, University of California, Santa Barbara, CA 93106, United States, Materials Department, University of California, Santa Barbara, CA 93106, United States",2670
"Electrical and Computer Engineering Department, University of California, Santa Barbara, CA 93106, United States, Materials Department, University of California, Santa Barbara, CA 93106, United States","Electrical and Computer Engineering Department, University of California, Santa Barbara, CA 93106, United States, Materials Department, University of California, Santa Barbara, CA 93106, United States",2670
"Department of Electrical and Computer Engineering, University of California at Los Angeles, Los Angeles, 90095, CA, United States","Department of Electrical and Computer Engineering, University of California at Los Angeles, Los Angeles, 90095, CA, United States",2671
"Department of Electrical and Computer Engineering, University of Minnesota, Minneapolis, MN 55455, 200 Union Street SE, United States","Department of Electrical and Computer Engineering, University of Minnesota, Minneapolis, MN 55455, 200 Union Street SE, United States",2672
"Department of Electrical Engineering and Computer Science, University of Kansas, Lawrence, 66045, KS, United States","Department of Electrical Engineering and Computer Science, University of Kansas, Lawrence, 66045, KS, United States",2673
"Department of Electrical Engineering and Computer Sciences, University of California at Berkeley, Berkeley, CA 94720, United States, Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA 94720, United States, Berkeley Sensor and Actuator Center, University of California at Berkeley, Berkeley, CA 94720, United States","Department of Electrical Engineering and Computer Sciences, University of California at Berkeley, Berkeley, CA 94720, United States, Materials Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, CA 94720, United States, Berkeley Sensor and Actuator Center, University of California at Berkeley, Berkeley, CA 94720, United States",2674
"Department of Electrical Engineering and Computer Science, MIT, Cambridge, 02139, MA, United States","Department of Electrical Engineering and Computer Science, MIT, Cambridge, 02139, MA, United States",2675
"Department of Electrical Engineering, California Institute of Technology, Pasadena, 91125, CA, United States","Department of Electrical Engineering, California Institute of Technology, Pasadena, CA, United States",2676
"Department of Electrical Engineering, California Institute of Technology, Pasadena, CA, United States","Department of Electrical Engineering, California Institute of Technology, Pasadena, CA, United States",2676
"Department of Electrical Engineering, California Institute of Technology, Pasadena, CA, 91125, United States","Department of Electrical Engineering, California Institute of Technology, Pasadena, CA, United States",2676
"Department of Electrical Engineering, California Institute of Technology, Pasadena, CA 91125-9300, United States","Department of Electrical Engineering, California Institute of Technology, Pasadena, CA, United States",2676
"Department of Electrical Engineering, Coordinated Science Laboratory, University of Illinois at Urbana-Champaign, Urbana, IL 61801, United States","Department of Electrical Engineering and Coordinated Science Laboratory, University of Illinois, Urbana, IL 61801, United States",2677
"Department of Electrical Engineering and Coordinated Science Laboratory, University of Illinois, Urbana, IL 61801, United States","Department of Electrical Engineering and Coordinated Science Laboratory, University of Illinois, Urbana, IL 61801, United States",2677
"Department of Electrical Engineering, Univ. of California, Los Angeles, Los Angeles, CA 90095-159410, United States","Department of Electrical Engineering, Univ. of California at Los Angeles, Los Angeles, CA 90095, United States",2678
"Department of Electrical Engineering, Univ. of California at Los Angeles, Los Angeles, CA 90095, United States","Department of Electrical Engineering, Univ. of California at Los Angeles, Los Angeles, CA 90095, United States",2678
"Department of Electrical Engineering, University of Arkansas, Fayetteville, 72701, AR, United States, Arktonics, LLC, 1339 South Pinnacle Drive, Fayetteville, 72701, AR, United States","Department of Electrical Engineering, University of Arkansas, Fayetteville, 72701, AR, United States, Arktonics, LLC, 1339 South Pinnacle Drive, Fayetteville, 72701, AR, United States",2679
"Department of Electrical Engineering, University of Illinois, Chicago, IL 60607, United States","Department of Bioengineering, University of Illinois, Chicago, IL 60607, United States",2680
"Department of Bioengineering, University of Illinois, Chicago, IL 60607, United States","Department of Bioengineering, University of Illinois, Chicago, IL 60607, United States",2680
"Department of Energy's National Security Campus, Kansas City, 64147, MO, United States","Department of Energy's National Security Campus, Kansas City, 64147, MO, United States",2681
"Department of Industrial Engineering, School of Electro-Mechanical Engineering, Guangdong University of Technology, Guangzhou, 510006, China","Department of Industrial Engineering, School of Electro-Mechanical Engineering, Guangdong University of Technology, Guangzhou, 510006, China",2682
"Department of Materials Science and Engineering, Center for 2-Dimensional and Layered Materials, Pennsylvania State University, University Park, 16802, PA, United States","Department of Materials Science and Engineering, Center for 2-Dimensional and Layered Materials, Pennsylvania State University, University Park, 16802, PA, United States",2683
"Department of Materials Science and Engineering, Center for Two-Dimensional and Layered Materials, Pennsylvania State University, University Park, 16802, PA, United States","Department of Materials Science and Engineering, Center for 2-Dimensional and Layered Materials, Pennsylvania State University, University Park, 16802, PA, United States",2683
"Department of Materials Science and Engineering, Henry Samueli School of Engineering and Applied Science, University of California, Los Angeles, 90095, CA, United States","Department of Materials Science and Engineering, Henry Samueli School of Engineering and Applied Science, University of California, Los Angeles, 90095, CA, United States",2684
"Department of Materials Science and Engineering, Hongik University, Seoul, 04066, South Korea","Department of Materials Science and Engineering, Yonsei University, Seoul, South Korea",2685
"Department of Materials Science and Engineering, Yonsei University, Seoul 120-749, South Korea","Department of Materials Science and Engineering, Yonsei University, Seoul, South Korea",2685
"Department of Materials Science and Engineering, Yonsei University, Seoul, 120-749, South Korea","Department of Materials Science and Engineering, Yonsei University, Seoul, South Korea",2685
"Department of Materials Science and Engineering, Yonsei University, Seoul, South Korea","Department of Materials Science and Engineering, Yonsei University, Seoul, South Korea",2685
"Department of Materials Science and Engineering, Seoul National University, 1 Gwanak-ro, Gwanak-gu, Seoul, 08826, South Korea","Department of Materials Science and Engineering, Seoul National University, 1 Gwanak-ro, Gwanak-gu, Seoul, 08826, South Korea",2686
"Department of Materials Science and Engineering, The University of Texas at Arlington, Arlington, 76019, TX, United States","Department of Materials Science and Engineering, University of Texas at Arlington, Arlington, TX 76019, United States",2687
"Department of Materials Science and Engineering, University of Texas at Arlington, Arlington, TX 76019, United States","Department of Materials Science and Engineering, University of Texas at Arlington, Arlington, TX 76019, United States",2687
"Department of Materials Science and Engineering, University of Tennessee, Knoxville, 37996, TN, United States, Materials Science and Technology Division, Oak Ridge National Laboratory, Oak Ridge, 37831, TN, United States","Department of Materials Science and Engineering, University of Tennessee, Knoxville, 37996, TN, United States, Materials Science and Technology Division, Oak Ridge National Laboratory, Oak Ridge, 37831, TN, United States",2688
"Department of Mechanical Engineering, University of Wisconsin-Milwaukee, Milwaukee, WI 53211, 3200 North Cramer Street, United States","Department of Mechanical Engineering, University of Wisconsin-Milwaukee, Milwaukee, WI 53211, 3200 North Cramer Street, United States",2689
"Department of Mechanical Engineering, University of Massachusetts Lowell, Lowell, 01854, MA, United States","Department of Mechanical Engineering, University of Massachusetts Lowell, Lowell, 01854, MA, United States",2690
"Department of Mechanical Engineering, University of Houston, Houston, 77204, TX, United States, Advanced Manufacturing Institute, University of Houston, Houston, 77204, TX, United States, Texas Center for Superconductivity, University of Houston, Houston, 77204, TX, United States","Department of Mechanical Engineering, University of Houston, Houston, 77204, TX, United States, Advanced Manufacturing Institute, University of Houston, Houston, 77204, TX, United States, Texas Center for Superconductivity, University of Houston, Houston, 77204, TX, United States",2691
"Department of Organic and Nano System Engineering, Konkuk University, Seoul, 05029, South Korea","Department of Organic and Nano System Engineering, Konkuk University, Seoul, 05029, South Korea",2692
"Department of Photonics, National Chiao Tung University, Hsinchu 300, Taiwan","Department of Photonics, National Chiao Tung University, Hsinchu 300, Taiwan",2693
"Department of Photonics, National Chiao Tung University, Hsinchu 30050, Taiwan","Department of Photonics, National Chiao Tung University, Hsinchu 300, Taiwan",2693
"Department of Physics and Astronomy, Birck Nanotechnology Center, Purdue University, West Lafayette, 47907, IN, United States","Department of Physics, Birck Nanotechnology Center, Purdue University, West Lafayette, IN 47907, United States",2694
"Department of Physics, Birck Nanotechnology Center, Purdue University, West Lafayette, IN 47907, United States","Department of Physics, Birck Nanotechnology Center, Purdue University, West Lafayette, IN 47907, United States",2694
"Department of Physics and Astronomy, Howard University, Washington, 20059, DC, United States","Department of Physics and Astronomy, Howard University, Washington, 20059, DC, United States",2695
"Department of Physics and Astronomy, University of Lancaster, Lancaster, United Kingdom","Department of Physics and Astronomy, University of Lancaster, Lancaster, United Kingdom",2696
"Department of Physics and Astronomy, University of British Columbia, Vancouver, V6T 1Z1, BC, Canada, Quantum Matter Institute, University of British Columbia, Vancouver, V6T 1Z4, BC, Canada","Department of Physics and Astronomy, University of British Columbia, Vancouver, V6T 1Z1, BC, Canada, Quantum Matter Institute, University of British Columbia, Vancouver, V6T 1Z4, BC, Canada",2697
"Department of Physics and Astronomy, University of Turku, Turku, FI-20014, Finland","Department of Physics and Astronomy, University of Turku, Turku, FI-20014, Finland",2698
"Department of Physics, College of William and Mary, Williamsburg, 23187, VA, United States","Department of Physics, College of William and Mary, Williamsburg, 23187, VA, United States",2699
"Department of Physics, College of William and Mary, Williamsburg, VA 23187-8795, United States","Department of Physics, College of William and Mary, Williamsburg, 23187, VA, United States",2699
"Department of Physics, National Tsing Hua University, Hsinchu, 30013, Taiwan","Department of Physics, National Tsing Hua University, Hsinchu, Taiwan",2700
"Department of Physics, National Tsing Hua University, Hsinchu 30013, Taiwan","Department of Physics, National Tsing Hua University, Hsinchu, Taiwan",2700
"Department of Physics, National Tsing-Hua University, Hsinchu 30013, Taiwan","Department of Physics, National Tsing Hua University, Hsinchu, Taiwan",2700
"Department of Physics, National Tsing Hua University, Hsinchu, Taiwan","Department of Physics, National Tsing Hua University, Hsinchu, Taiwan",2700
"Department of Physics, National Tsing Hua University, Hsinchu 300, Taiwan","Department of Physics, National Tsing Hua University, Hsinchu, Taiwan",2700
"Department of Physics, National Tsing-Hua University, Hsinchu, 30013, Taiwan","Department of Physics, National Tsing Hua University, Hsinchu, Taiwan",2700
"Department of Physics, Pohang University of Science and Technology (POSTECH), Pohang, 37673, South Korea","Department of Physics, Pohang University of Science and Technology, Pohang, 37673, South Korea",2701
"Department of Physics, Pohang University of Science and Technology, Pohang, 37673, South Korea","Department of Physics, Pohang University of Science and Technology, Pohang, 37673, South Korea",2701
"Department of Physics, Shanghai Jiaotong University, Shanghai 200030, 1954 Huashan Road, China","Department of Physics, Shanghai Jiaotong University, Shanghai 200030, 1954 Huashan Road, China",2702
"Department of Physics, University of Illinois at Urbana-Champaign, Urbana, IL 61801-3080, 1110 West Green Street, United States, Frederick Seitz Materials Research Laboratory, University of Illinois at Urbana-Champaign, Urbana, IL 61801-2902, 104 South Goodwin Avenue, United States","Department of Physics, University of Illinois at Urbana-Champaign, Urbana, IL 61801-3080, 1110 West Green Street, United States, Frederick Seitz Materials Research Laboratory, University of Illinois at Urbana-Champaign, Urbana, IL 61801-2902, 104 South Goodwin Avenue, United States",2703
"Department of Physics, University of Massachusetts Boston, Boston, MA 02125, United States","Department of Physics, University of Massachusetts, Boston, MA 02125, United States",2704
"Department of Physics, University of Massachusetts, Boston, MA 02125, United States","Department of Physics, University of Massachusetts, Boston, MA 02125, United States",2704
"Department of Physics, University of Miami, Coral Gables, 33146, FL, United States","Department of Physics, University of Miami, Coral Gables, 33146, FL, United States",2705
"Department of Chemistry, University of Miami, Coral Gables, 33146, FL, United States","Department of Physics, University of Miami, Coral Gables, 33146, FL, United States",2705
"Department of Physics, University of Oregon, Eugene, 97403, OR, United States","Department of Physics, University of Oregon, Eugene, 97403, OR, United States",2706
